scenario,ts_ms,date_utc,live_notes_before,liquidated_today,live_notes_after,stress_day,return_1d,vol_5d_ann,daily_buyback_paid_usdc,daily_unwind_cost_usdc,daily_buffer_usdc,min_event_buffer_usdc,max_event_ltv,cumulative_liquidations,cumulative_buyback_paid_usdc,cumulative_unwind_cost_usdc,cumulative_buffer_usdc
primary_ltv_coupled_book,1609887600000,2021-01-05,2,0,2,True,0.0,2.01387001055865,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1609974000000,2021-01-06,3,0,3,True,0.0,1.2736832289745355,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610060400000,2021-01-07,3,0,3,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610146800000,2021-01-08,2,0,2,True,0.362978633382695,1.9663592651940764,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610233200000,2021-01-09,0,0,0,True,-0.26631278326193575,3.1090869880941687,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610319600000,2021-01-10,1,0,1,True,0.0,3.1090869880941687,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610406000000,2021-01-11,2,0,2,True,0.0,3.1090869880941687,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610492400000,2021-01-12,2,0,2,True,0.17210472014444167,3.2685168476169437,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610578800000,2021-01-13,0,0,0,True,-0.14683391098641152,2.531505474784306,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610665200000,2021-01-14,1,0,1,True,0.0,1.5943497762562417,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610751600000,2021-01-15,2,0,2,True,0.0,1.5943497762562417,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610838000000,2021-01-16,2,0,2,True,0.0,1.5943497762562417,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1610924400000,2021-01-17,1,0,1,True,0.0,1.0083553359899138,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611010800000,2021-01-18,1,0,1,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611097200000,2021-01-19,2,0,2,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611183600000,2021-01-20,3,0,3,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611270000000,2021-01-21,4,0,4,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611356400000,2021-01-22,5,0,5,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611442800000,2021-01-23,5,0,5,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
primary_ltv_coupled_book,1611529200000,2021-01-24,5,0,5,False,0.0,0.0,0,0,0,,,0,0.0,0.0,0.0
