scenario,date_utc,live_notes_before,liquidated_today,live_notes_after,stress_day,return_1d,vol_5d_ann,daily_buyback_paid_usdc,daily_unwind_cost_usdc,daily_buffer_usdc,min_event_buffer_usdc,max_event_ltv,cumulative_liquidations,cumulative_buyback_paid_usdc,cumulative_unwind_cost_usdc,cumulative_buffer_usdc
primary_lending_liquidation,2012-09-20,162,0,162,False,-0.004440776612985697,0.0830857203217715,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-09-21,161,0,161,False,-0.005725659861211652,0.04831065563081674,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-09-24,160,0,160,False,-0.007134510062591359,0.056890961493355825,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-09-25,160,0,160,False,-0.014371554122686092,0.0951682880202072,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-09-26,160,0,160,False,-0.00814434512201978,0.09207455214373249,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-09-27,158,0,158,False,0.009421496034407895,0.14844474098594188,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-09-28,156,0,156,False,-0.008244137978826171,0.1512055548923106,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-01,155,0,155,False,-0.001458341469536939,0.1518721845421102,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-02,153,0,153,False,0.0010390986501018773,0.12956651644623401,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-03,151,0,151,False,-0.0028612049550317264,0.11712961333803074,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-04,150,0,150,False,0.003472693700621754,0.08098804152509338,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-05,149,0,149,False,-0.005335185657222019,0.06543610630922339,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-08,146,0,146,False,-0.009133152394217414,0.09351242889471569,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-09,144,0,144,False,-0.015947276696770096,0.13051095177226096,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-10,144,0,144,False,-0.006380015176252196,0.10078593962304246,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-11,141,0,141,False,-0.0031380617187480864,0.08298847705313876,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-12,140,0,140,False,-0.008094698515388132,0.0864772246916608,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-15,137,0,137,False,0.006577355975196042,0.12030039703896296,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-16,136,0,136,False,0.00738142079933235,0.11321673099623689,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-17,134,0,134,False,-0.0005872124767251075,0.10095045885491814,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-18,133,0,133,False,-0.011604008435366797,0.13704354337540348,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-19,131,0,131,False,-0.023926297940947916,0.21629319921085705,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
primary_lending_liquidation,2012-10-22,129,0,129,False,-0.00024430841098588285,0.21147129931665626,0.0,0.0,0.0,,,309,17255.43954842637,384.5793734886211,7457.216258518301
